frame,t_sec,face_idx,x1,y1,x2,y2,label,score,yaw_raw_deg,pitch_raw_deg,yaw_smooth_deg,pitch_smooth_deg,focused,alert,distracted_for_sec
158,6.318,0,1014,572,1064,611,AVA,0.9792,37.10,5.31,39.20,2.50,0,1,16.859
158,6.318,1,26,591,88,645,UNKNOWN,0.2550,5.58,-22.14,3.70,-22.00,0,1,7.156
158,6.318,2,1336,642,1381,682,43f196cb,0.9121,34.49,-13.46,35.00,-13.40,0,1,16.859
159,6.358,0,1015,572,1066,611,AVA,0.9890,34.14,7.88,37.50,4.40,0,1,16.961
159,6.358,1,26,591,88,645,UNKNOWN,0.2442,5.53,-22.11,4.40,-22.00,0,1,7.258
159,6.358,2,1336,642,1381,682,43f196cb,0.9081,33.15,-13.30,34.30,-13.40,0,1,16.961
160,6.398,0,1016,571,1067,610,AVA,0.9726,34.70,11.92,36.50,7.00,0,1,17.081
160,6.398,1,26,591,88,645,UNKNOWN,0.2581,5.36,-22.08,4.70,-22.00,0,1,7.379
160,6.398,2,1336,642,1381,682,43f196cb,0.9070,33.15,-13.30,33.90,-13.40,0,1,17.081
161,6.438,0,1017,571,1069,611,AVA,0.9805,35.19,9.53,36.00,7.90,0,1,17.177
161,6.438,1,26,591,88,645,UNKNOWN,0.2491,5.18,-22.20,4.90,-22.10,0,1,7.475
161,6.438,2,1336,642,1381,682,43f196cb,0.9070,33.07,-13.25,33.60,-13.30,0,1,17.177
162,6.478,0,1020,572,1070,611,AVA,0.9418,36.51,8.55,36.20,8.10,0,1,17.277
162,6.478,1,1336,642,1381,682,43f196cb,0.9036,35.38,-12.05,34.20,-12.90,0,1,17.277
162,6.478,2,26,591,88,645,UNKNOWN,0.2414,4.94,-22.35,4.90,-22.20,0,1,7.574
163,6.518,0,1021,572,1070,611,AVA,0.9340,28.58,2.92,33.50,6.30,0,1,17.375
163,6.518,1,1336,642,1381,682,43f196cb,0.9019,32.03,-12.19,33.50,-12.60,0,1,17.375
163,6.518,2,26,591,89,645,UNKNOWN,0.2752,9.62,-21.43,6.50,-21.90,0,1,7.673
164,6.558,0,1021,572,1071,611,AVA,0.9437,33.35,3.62,33.50,5.40,0,1,17.479
164,6.558,1,1336,642,1381,682,43f196cb,0.8993,35.02,-11.58,34.00,-12.30,0,1,17.479
164,6.558,2,26,591,88,645,UNKNOWN,0.2620,2.62,-23.46,5.20,-22.50,0,1,7.777
165,6.598,0,1022,572,1072,612,AVA,0.9441,24.60,5.88,30.40,5.50,0,1,17.584
165,6.598,1,26,591,89,645,UNKNOWN,0.2908,7.94,-22.03,6.10,-22.30,0,1,7.881
165,6.598,2,1336,642,1381,682,43f196cb,0.9036,34.91,-11.57,34.30,-12.00,0,1,17.584
166,6.638,0,1022,572,1073,613,AVA,0.9604,25.05,3.68,28.50,4.90,0,1,17.684
166,6.638,1,1336,642,1381,682,43f196cb,0.9042,38.75,-10.81,35.90,-11.60,0,1,17.684
166,6.638,2,26,591,88,645,UNKNOWN,0.2915,1.91,-22.77,4.70,-22.50,0,1,7.981
167,6.678,0,1022,573,1073,613,AVA,0.9797,25.84,0.47,27.60,3.30,0,1,17.784
167,6.678,1,1336,642,1381,682,43f196cb,0.9010,38.74,-10.85,36.90,-11.30,0,1,17.784
167,6.678,2,27,591,89,645,UNKNOWN,0.3095,7.04,-17.33,5.50,-20.70,0,1,8.082
168,6.718,0,1021,573,1074,615,AVA,0.9727,31.64,-2.18,29.00,1.40,0,1,17.882
168,6.718,1,26,591,87,645,UNKNOWN,0.2365,-2.34,-21.17,2.80,-20.80,0,1,8.180
168,6.718,2,1336,642,1381,682,43f196cb,0.8932,35.00,-10.53,36.20,-11.10,0,1,17.882
169,6.758,0,1022,573,1073,613,AVA,0.9535,28.42,6.26,28.80,3.10,0,1,18.009
169,6.758,1,26,591,87,645,UNKNOWN,0.2606,-4.40,-21.00,0.20,-20.90,0,1,8.306
169,6.758,2,1336,642,1381,682,43f196cb,0.8939,31.83,-9.87,34.70,-10.60,0,1,18.009
170,6.798,0,1022,573,1073,613,AVA,0.9592,23.45,7.43,26.90,4.60,0,1,18.113
170,6.798,1,26,591,87,645,UNKNOWN,0.2522,-5.70,-21.91,-1.80,-21.30,0,1,8.411
170,6.798,2,1336,642,1381,682,43f196cb,0.9027,31.33,-10.66,33.50,-10.60,0,1,18.113
171,6.838,0,1022,573,1072,613,AVA,0.9559,21.55,10.05,25.00,6.50,0,1,18.217
171,6.838,1,25,591,87,645,UNKNOWN,0.2612,2.13,-18.16,-0.40,-20.20,0,1,8.514
171,6.838,2,1336,642,1382,682,43f196cb,0.9017,43.24,-14.04,36.90,-11.80,0,1,18.217
172,6.878,0,1021,574,1071,613,AVA,0.9108,19.10,6.41,23.00,6.50,0,1,18.317
172,6.878,1,25,591,86,645,UNKNOWN,0.2232,-0.19,-24.91,-0.40,-21.80,0,1,8.615
172,6.878,2,1336,642,1382,682,43f196cb,0.8997,43.15,-14.05,39.10,-12.60,0,1,18.317
173,6.918,0,1021,574,1070,613,AVA,0.9172,19.91,3.17,21.90,5.30,0,1,18.418
173,6.918,1,25,591,86,645,UNKNOWN,0.2302,-0.22,-24.94,-0.30,-22.90,0,1,8.716
173,6.918,2,1336,642,1382,682,43f196cb,0.8987,43.76,-13.94,40.70,-13.10,0,1,18.418
174,6.958,0,1020,574,1069,613,AVA,0.9218,23.88,6.82,22.60,5.80,0,1,18.526
174,6.958,1,25,591,86,645,UNKNOWN,0.2411,-1.91,-25.07,-0.90,-23.70,0,1,8.823
174,6.958,2,1336,642,1382,682,43f196cb,0.8970,43.75,-13.25,41.80,-13.10,0,1,18.526
175,6.998,0,1020,574,1069,613,AVA,0.9440,25.14,8.52,23.50,6.80,0,1,18.631
175,6.998,1,25,591,86,645,UNKNOWN,0.2363,-1.77,-25.19,-1.20,-24.20,0,1,8.928
175,6.998,2,1336,642,1382,682,43f196cb,0.8956,42.94,-13.22,42.20,-13.20,0,1,18.631
176,7.038,0,1017,574,1069,615,AVA,0.9402,32.69,-0.16,26.70,4.40,0,1,18.736
176,7.038,1,25,591,86,645,UNKNOWN,0.2439,-1.26,-26.06,-1.20,-24.90,0,1,9.033
176,7.038,2,1336,642,1381,682,43f196cb,0.8807,29.98,-9.89,37.90,-12.00,0,1,18.736
177,7.078,0,1016,574,1068,615,AVA,0.9652,32.55,-1.93,28.80,2.20,0,1,18.837
177,7.078,1,25,591,86,645,UNKNOWN,0.2301,-3.13,-26.08,-1.90,-25.30,0,1,9.134
177,7.078,2,1336,642,1382,682,43f196cb,0.8798,46.45,-13.38,40.90,-12.50,0,1,18.837
178,7.118,0,1017,573,1068,613,AVA,0.9693,28.66,1.60,28.70,2.00,0,1,18.957
178,7.118,1,25,591,86,644,UNKNOWN,0.2107,-4.31,-29.09,-2.70,-26.60,0,1,9.254
178,7.118,2,1336,642,1382,682,43f196cb,0.8875,47.06,-13.47,43.10,-12.80,0,1,18.957
179,7.158,0,1017,573,1068,613,AVA,0.9665,26.97,1.37,28.10,1.80,0,1,19.055
179,7.158,1,25,591,86,644,UNKNOWN,0.2133,-5.52,-27.18,-3.70,-26.80,0,1,9.352
179,7.158,2,1336,642,1381,682,43f196cb,0.8778,31.44,-11.07,39.00,-12.20,0,1,19.055
180,7.198,0,1015,572,1066,611,AVA,0.9749,31.13,5.11,29.20,2.90,0,1,19.156
180,7.198,1,1336,642,1382,682,43f196cb,0.8929,47.78,-14.80,42.10,-13.10,0,1,19.156
180,7.198,2,25,591,86,644,UNKNOWN,0.2151,-6.19,-26.96,-4.60,-26.90,0,1,9.454
181,7.238,0,1012,572,1062,611,AVA,0.9703,29.90,9.23,29.40,5.10,0,1,19.262
181,7.238,1,25,591,86,644,UNKNOWN,0.2542,-3.74,-26.59,-4.30,-26.80,0,1,9.559
181,7.238,2,1336,642,1382,682,43f196cb,0.8950,47.76,-14.81,44.10,-13.70,0,1,19.262
182,7.278,0,1009,570,1062,611,AVA,0.9779,33.47,6.49,30.80,5.60,0,1,19.363
182,7.278,1,1336,642,1382,682,43f196cb,0.8962,47.22,-15.98,45.20,-14.50,0,1,19.363
182,7.278,2,25,591,86,644,UNKNOWN,0.2286,-3.11,-26.64,-3.90,-26.70,0,1,9.661
183,7.318,0,1336,642,1382,682,43f196cb,0.9001,46.20,-15.92,45.50,-15.00,0,1,19.464
183,7.318,1,1009,571,1062,611,AVA,0.9717,32.30,0.76,31.40,3.90,0,1,19.464
183,7.318,2,25,591,86,644,UNKNOWN,0.2261,-2.96,-26.76,-3.60,-26.70,0,1,9.762
184,7.358,0,1008,570,1060,610,AVA,0.9335,30.03,6.87,30.90,4.90,0,1,19.561
184,7.358,1,1336,642,1382,682,43f196cb,0.8993,45.78,-16.41,45.60,-15.50,0,1,19.561
184,7.358,2,25,591,86,644,UNKNOWN,0.2524,-2.61,-26.92,-3.20,-26.80,0,1,9.858
185,7.398,0,1002,567,1059,612,AVA,0.9833,32.53,-1.38,31.50,2.70,0,1,19.661
185,7.398,1,25,591,86,644,UNKNOWN,0.2309,-1.98,-27.07,-2.80,-26.90,0,1,9.959
185,7.398,2,1336,642,1382,682,43f196cb,0.8993,45.36,-16.44,45.50,-15.80,0,1,19.661
186,7.438,0,1002,568,1054,608,AVA,0.9816,10.79,7.48,24.20,4.40,0,1,19.866
186,7.438,1,25,591,86,644,UNKNOWN,0.2308,-1.25,-26.74,-2.20,-26.80,0,1,10.164
186,7.438,2,1336,642,1382,682,43f196cb,0.9020,46.90,-15.38,46.00,-15.70,0,1,19.866
187,7.478,0,1001,568,1053,609,AVA,0.9868,27.18,1.08,25.30,3.20,0,1,19.962
187,7.478,1,25,591,86,645,UNKNOWN,0.2352,-5.01,-25.99,-3.20,-26.50,0,1,10.259
187,7.478,2,1336,642,1382,682,43f196cb,0.9057,48.88,-15.28,47.00,-15.50,0,1,19.962
188,7.518,0,1000,568,1053,609,AVA,0.9844,39.21,-1.75,30.10,1.50,0,1,20.062
188,7.518,1,25,591,86,644,UNKNOWN,0.2334,-1.08,-26.61,-2.50,-26.60,0,1,10.359
188,7.518,2,1336,642,1382,682,43f196cb,0.9058,48.66,-15.37,47.60,-15.50,0,1,20.062
189,7.558,0,1000,568,1052,609,AVA,0.9764,34.64,5.39,31.70,2.90,0,1,20.161
189,7.558,1,25,591,86,645,UNKNOWN,0.2290,-5.38,-26.07,-3.50,-26.40,0,1,10.459
189,7.558,2,1336,642,1382,682,43f196cb,0.9029,48.75,-15.12,48.00,-15.40,0,1,20.161
190,7.598,0,1000,567,1052,608,AVA,0.9797,23.43,6.12,28.80,4.00,0,1,20.264
190,7.598,1,25,591,86,645,UNKNOWN,0.2290,-3.93,-25.14,-3.60,-26.00,0,1,10.561
190,7.598,2,1336,642,1382,682,43f196cb,0.9039,48.40,-15.20,48.10,-15.30,0,1,20.264
191,7.638,0,1000,568,1051,609,AVA,0.9809,29.31,3.52,29.00,3.80,0,1,20.358
191,7.638,1,25,591,86,645,UNKNOWN,0.2442,-3.30,-25.70,-3.50,-25.90,0,1,10.656
191,7.638,2,1336,642,1381,682,43f196cb,0.9013,32.07,-13.89,42.50,-14.80,0,1,20.358
192,7.678,0,999,567,1052,609,AVA,0.9709,30.55,0.56,29.50,2.70,0,1,20.457
192,7.678,1,25,591,86,645,UNKNOWN,0.2546,-2.84,-25.47,-3.30,-25.70,0,1,10.755
192,7.678,2,1336,642,1381,682,43f196cb,0.8983,32.55,-14.03,39.00,-14.50,0,1,20.457
193,7.718,0,1000,568,1052,610,AVA,0.9720,33.25,0.15,30.80,1.80,0,1,20.557
193,7.718,1,25,591,86,645,UNKNOWN,0.2280,0.22,-24.59,-2.10,-25.30,0,1,10.854
193,7.718,2,1336,642,1381,682,43f196cb,0.8986,33.12,-13.85,37.00,-14.30,0,1,20.557
194,7.758,0,1002,570,1050,610,AVA,0.9804,13.18,0.35,24.70,1.30,0,1,20.656
194,7.758,1,25,591,86,645,UNKNOWN,0.2216,-1.02,-23.63,-1.70,-24.70,0,1,10.954
194,7.758,2,1336,642,1381,682,43f196cb,0.9016,32.92,-13.37,35.50,-14.00,0,1,20.656
195,7.798,0,1002,571,1050,609,AVA,0.9839,14.72,1.66,21.20,1.40,0,1,20.752
195,7.798,1,25,591,86,645,UNKNOWN,0.2582,-1.37,-23.40,-1.60,-24.30,0,1,11.050
195,7.798,2,1336,642,1381,682,43f196cb,0.9000,32.43,-13.45,34.50,-13.80,0,1,20.752
196,7.837,0,1002,573,1048,610,AVA,0.9746,7.68,6.83,16.50,3.30,1,1,0.000
196,7.837,1,25,591,86,645,UNKNOWN,0.2571,-3.22,-24.75,-2.20,-24.40,0,1,11.172
196,7.837,2,1336,642,1381,682,43f196cb,0.9000,31.80,-13.72,33.50,-13.80,0,1,20.874
197,7.877,0,1002,573,1049,610,AVA,0.9621,27.17,8.44,20.20,5.10,0,1,0.000
197,7.877,1,25,591,86,645,UNKNOWN,0.2649,-1.57,-24.04,-2.00,-24.30,0,1,11.273
197,7.877,2,1336,642,1381,682,43f196cb,0.8958,31.92,-13.71,33.00,-13.70,0,1,20.976
198,7.917,0,25,591,86,645,UNKNOWN,0.2372,-1.58,-23.93,-1.80,-24.20,0,1,11.373
198,7.917,1,1336,642,1381,682,43f196cb,0.8916,32.25,-13.62,32.70,-13.70,0,1,21.076
198,7.917,2,1002,574,1050,611,AVA,0.9709,20.10,7.36,20.20,5.90,0,1,0.100
199,7.957,0,25,591,86,645,UNKNOWN,0.2585,-3.71,-23.76,-2.50,-24.00,0,1,11.475
199,7.957,1,1336,642,1381,682,43f196cb,0.8906,25.60,-13.71,30.20,-13.70,0,1,21.177
199,7.957,2,1002,577,1050,613,AVA,0.9516,28.98,13.12,23.30,8.40,0,1,0.202
200,7.997,0,24,592,86,645,UNKNOWN,0.2659,-4.19,-16.95,-3.10,-21.50,0,1,11.609
200,7.997,1,1336,643,1381,682,43f196cb,0.9055,37.00,-9.67,32.60,-12.30,0,1,21.311
200,7.997,2,693,546,732,575,Hiep,0.9641,56.13,-10.77,48.70,-10.30,0,1,10.540
200,7.997,3,1003,575,1053,613,AVA,0.9552,28.87,11.21,25.20,9.40,0,1,0.336
201,8.037,0,24,592,86,645,UNKNOWN,0.2577,-3.35,-16.71,-3.20,-19.90,0,1,11.737
201,8.037,1,1336,642,1381,682,43f196cb,0.9076,39.73,-9.57,35.10,-11.30,0,1,21.440
201,8.037,2,1002,575,1054,614,AVA,0.9670,29.89,-1.62,26.90,5.50,0,1,0.464
201,8.037,3,693,546,733,575,Hiep,0.9657,61.98,-12.24,53.30,-11.00,0,1,10.669
202,8.077,0,24,592,86,645,UNKNOWN,0.2737,-4.48,-17.55,-3.60,-19.00,0,1,11.862
202,8.077,1,1336,642,1381,682,43f196cb,0.9100,40.16,-9.59,36.90,-10.70,0,1,21.564
202,8.077,2,1000,571,1058,615,AVA,0.9495,39.46,-3.61,31.30,2.30,0,1,0.589
202,8.077,3,694,546,733,575,Hiep,0.9667,57.87,-10.17,54.90,-10.70,0,1,10.793
203,8.117,0,24,592,87,646,UNKNOWN,0.2930,-8.99,-18.09,-5.50,-18.70,0,1,11.987
203,8.117,1,1336,642,1381,682,43f196cb,0.9115,40.98,-9.62,38.30,-10.30,0,1,21.690
203,8.117,2,1000,571,1059,615,AVA,0.9575,40.08,-7.47,34.40,-1.10,0,1,0.714
203,8.117,3,694,546,733,575,Hiep,0.9665,57.59,-10.26,55.90,-10.50,0,1,10.919
204,8.157,0,25,592,87,645,UNKNOWN,0.2907,-8.83,-20.33,-6.70,-19.30,0,1,12.115
204,8.157,1,1336,642,1381,682,43f196cb,0.9082,40.77,-9.57,39.20,-10.10,0,1,21.818
204,8.157,2,1004,571,1055,610,AVA,0.9370,32.39,8.76,33.70,2.40,0,1,0.842
204,8.157,3,694,546,733,575,Hiep,0.9669,57.59,-10.26,56.50,-10.40,0,1,11.046
205,8.197,0,25,592,87,645,UNKNOWN,0.3128,-7.87,-17.48,-7.10,-18.60,0,1,12.321
205,8.197,1,1336,642,1381,682,43f196cb,0.9092,39.98,-9.27,39.50,-9.80,0,1,22.024
205,8.197,2,694,546,733,575,Hiep,0.9665,57.59,-10.26,56.90,-10.40,0,1,11.253
205,8.197,3,1001,571,1059,614,AVA,0.9539,41.54,-9.03,36.40,-1.60,0,1,1.048
206,8.237,0,25,592,87,645,UNKNOWN,0.2994,-5.22,-16.77,-6.40,-18.00,1,1,0.000
206,8.237,1,1336,642,1381,682,43f196cb,0.9115,40.08,-9.57,39.70,-9.70,0,1,22.151
206,8.237,2,1000,571,1059,615,AVA,0.9592,40.87,-1.52,38.00,-1.60,0,1,1.176
206,8.237,3,694,546,733,575,Hiep,0.9658,56.24,-9.96,56.60,-10.20,0,1,11.380
207,8.277,0,24,592,87,645,UNKNOWN,0.3017,-7.36,-17.39,-6.80,-17.80,1,1,0.000
207,8.277,1,1336,642,1381,682,43f196cb,0.9080,39.46,-9.70,39.60,-9.70,0,1,22.264
207,8.277,2,694,546,733,575,Hiep,0.9587,56.04,-9.85,56.40,-10.10,0,1,11.492
208,8.317,0,24,592,87,645,UNKNOWN,0.2586,-9.57,-17.15,-7.70,-17.60,1,1,0.000
208,8.317,1,1336,642,1381,682,43f196cb,0.9121,38.14,-11.19,39.10,-10.20,0,1,22.361
208,8.317,2,694,546,733,575,Hiep,0.9619,56.25,-9.53,56.40,-9.90,0,1,11.590
209,8.357,0,25,592,87,645,UNKNOWN,0.2752,-8.24,-17.16,-7.90,-17.40,1,1,0.000
209,8.357,1,1336,642,1381,682,43f196cb,0.9124,38.69,-11.08,38.90,-10.50,0,1,22.489
209,8.357,2,694,546,733,575,Hiep,0.9606,53.26,-7.90,55.30,-9.20,0,1,11.718
209,8.357,3,1000,571,1059,614,AVA,0.9601,41.05,-6.60,39.10,-3.30,0,1,1.513
210,8.397,0,25,592,87,645,UNKNOWN,0.2922,-8.47,-18.49,-8.10,-17.80,1,1,0.000
210,8.397,1,1336,642,1381,682,43f196cb,0.9112,39.21,-11.72,39.00,-10.90,0,1,22.600
210,8.397,2,694,546,733,575,Hiep,0.9603,54.20,-7.01,54.90,-8.40,0,1,11.828
211,8.437,0,25,592,87,645,UNKNOWN,0.3039,-11.74,-18.23,-9.40,-17.90,1,1,0.000
211,8.437,1,1336,642,1381,682,43f196cb,0.9082,40.70,-10.87,39.60,-10.90,0,1,22.695
211,8.437,2,694,546,733,575,Hiep,0.9629,54.48,-7.23,54.80,-8.00,0,1,11.924
212,8.477,0,24,592,87,645,UNKNOWN,0.2797,-13.01,-18.75,-10.70,-18.20,0,1,0.000
212,8.477,1,1336,642,1381,682,43f196cb,0.9103,40.55,-11.16,39.90,-11.00,0,1,22.791
212,8.477,2,694,546,733,575,Hiep,0.9600,57.43,-9.48,55.70,-8.50,0,1,12.020
213,8.517,0,25,591,88,646,UNKNOWN,0.2979,-1.33,-18.19,-7.40,-18.20,0,1,0.132
213,8.517,1,1336,642,1381,682,43f196cb,0.9039,40.59,-11.18,40.20,-11.10,0,1,22.923
213,8.517,2,1000,571,1058,615,AVA,0.9507,33.82,5.04,37.20,-0.40,0,1,1.947
213,8.517,3,694,546,733,575,Hiep,0.9600,57.95,-8.86,56.50,-8.60,0,1,12.152
214,8.557,0,25,592,87,646,UNKNOWN,0.3034,-14.70,-20.73,-9.90,-19.10,0,1,0.257
214,8.557,1,1336,642,1381,682,43f196cb,0.9061,40.85,-11.12,40.40,-11.10,0,1,23.049
214,8.557,2,1002,574,1054,614,AVA,0.9631,26.20,5.18,33.40,1.50,0,1,2.073
214,8.557,3,694,546,733,575,Hiep,0.9587,57.95,-8.86,57.00,-8.70,0,1,12.277
215,8.597,0,25,592,87,645,UNKNOWN,0.3372,-14.40,-19.45,-11.50,-19.20,0,1,0.379
215,8.597,1,1336,643,1381,682,43f196cb,0.9054,39.31,-7.82,40.00,-9.90,0,1,23.170
215,8.597,2,694,546,733,575,Hiep,0.9585,61.40,-7.18,58.50,-8.20,0,1,12.399
215,8.597,3,1002,575,1053,614,AVA,0.9545,25.31,-1.30,30.50,0.60,0,1,2.195
216,8.637,0,25,592,87,645,UNKNOWN,0.3288,-11.89,-18.58,-11.60,-19.00,0,1,0.501
216,8.637,1,1336,643,1381,682,43f196cb,0.8995,42.31,-7.94,40.80,-9.20,0,1,23.292
216,8.637,2,999,571,1058,616,AVA,0.9470,36.94,-2.78,32.80,-0.60,0,1,2.317
216,8.637,3,694,546,733,575,Hiep,0.9584,60.35,-6.62,59.20,-7.60,0,1,12.521
217,8.677,0,25,592,87,645,UNKNOWN,0.3422,-12.73,-18.15,-12.00,-18.70,0,1,0.635
217,8.677,1,1336,642,1381,682,43f196cb,0.8986,41.54,-11.75,41.10,-10.10,0,1,23.427
217,8.677,2,1001,574,1053,613,AVA,0.9525,21.44,4.91,28.80,1.30,0,1,2.451
217,8.677,3,694,546,733,575,Hiep,0.9607,62.24,-6.57,60.20,-7.30,0,1,12.656
218,8.717,0,25,592,87,645,UNKNOWN,0.3232,-11.52,-17.04,-11.80,-18.10,0,1,0.802
218,8.717,1,1336,642,1381,682,43f196cb,0.8949,42.83,-11.93,41.70,-10.80,0,1,23.593
218,8.717,2,1000,571,1058,615,AVA,0.9740,35.07,-3.42,31.00,-0.30,0,1,2.617
218,8.717,3,694,546,733,575,Hiep,0.9616,62.07,-6.58,60.90,-7.00,0,1,12.822
219,8.757,0,24,592,86,645,UNKNOWN,0.3424,-0.82,-14.80,-8.00,-17.00,1,1,0.000
219,8.757,1,1001,572,1054,613,AVA,0.9694,38.65,-10.14,33.70,-3.80,0,1,2.743
219,8.757,2,1336,642,1381,682,43f196cb,0.8941,43.72,-11.65,42.40,-11.10,0,1,23.719
219,8.757,3,694,546,733,575,Hiep,0.9614,61.31,-6.17,61.00,-6.70,0,1,12.947
220,8.797,0,25,591,87,646,UNKNOWN,0.3198,-16.42,-24.78,-10.90,-19.70,0,1,0.000
220,8.797,1,1336,642,1381,682,43f196cb,0.9010,42.25,-11.77,42.30,-11.30,0,1,23.848
220,8.797,2,1003,572,1053,612,AVA,0.9805,38.32,-14.06,35.30,-7.40,0,1,2.873
220,8.797,3,694,546,733,575,Hiep,0.9618,62.16,-5.59,61.40,-6.30,0,1,13.077
221,8.837,0,25,591,87,646,UNKNOWN,0.2953,-16.39,-25.33,-12.80,-21.70,0,1,0.128
221,8.837,1,1001,572,1054,614,AVA,0.9843,39.40,-15.15,36.70,-10.10,0,1,3.001
221,8.837,2,1336,642,1381,682,43f196cb,0.8778,44.51,-11.88,43.10,-11.50,0,1,23.976
221,8.837,3,694,546,733,575,Hiep,0.9647,62.11,-5.52,61.70,-6.00,0,1,13.205
222,8.877,0,25,591,87,646,UNKNOWN,0.3012,-17.92,-24.25,-14.60,-22.60,0,1,0.254
222,8.877,1,1001,573,1053,613,AVA,0.9791,41.40,-14.01,38.40,-11.50,0,1,3.126
222,8.877,2,1336,642,1381,682,43f196cb,0.8836,42.88,-14.43,43.00,-12.50,0,1,24.102
222,8.877,3,694,546,733,575,Hiep,0.9631,62.11,-5.52,61.80,-5.90,0,1,13.331
223,8.917,0,1000,571,1058,616,AVA,0.9832,40.23,-14.53,39.00,-12.50,0,1,3.253
223,8.917,1,25,591,87,646,UNKNOWN,0.3063,-18.12,-25.25,-15.80,-23.50,0,1,0.380
223,8.917,2,1336,642,1381,682,43f196cb,0.8822,40.93,-14.27,42.30,-13.10,0,1,24.229
223,8.917,3,694,546,733,575,Hiep,0.9666,62.31,-4.77,62.00,-5.50,0,1,13.457
224,8.957,0,1001,573,1054,614,AVA,0.9851,35.58,-10.45,37.80,-11.80,0,1,3.444
224,8.957,1,25,591,87,646,UNKNOWN,0.3000,-18.72,-25.51,-16.90,-24.20,0,1,0.572
224,8.957,2,1336,642,1381,682,43f196cb,0.8894,39.63,-14.71,41.40,-13.70,0,1,24.420
224,8.957,3,694,546,733,575,Hiep,0.9670,62.28,-4.69,62.10,-5.20,0,1,13.649
225,8.997,0,1001,572,1054,614,AVA,0.9834,40.64,-10.40,38.80,-11.30,0,1,3.570
225,8.997,1,25,591,88,646,UNKNOWN,0.2936,-3.24,-14.88,-12.10,-20.90,0,1,0.697
225,8.997,2,1336,642,1381,682,43f196cb,0.8808,40.62,-15.14,41.10,-14.20,0,1,24.546
225,8.997,3,694,546,733,575,Hiep,0.9668,61.76,-5.54,62.00,-5.30,0,1,13.775
226,9.037,0,1001,573,1054,614,AVA,0.9860,34.35,-7.38,37.20,-9.90,0,1,3.699
226,9.037,1,25,591,88,646,UNKNOWN,0.2808,-2.90,-15.49,-8.90,-19.00,0,1,0.827
226,9.037,2,1336,642,1381,682,43f196cb,0.8825,45.19,-14.25,42.50,-14.20,0,1,24.675
226,9.037,3,694,546,733,575,Hiep,0.9669,61.74,-5.63,61.90,-5.40,0,1,13.904
227,9.077,0,1001,573,1053,614,AVA,0.9830,35.90,-8.29,36.80,-9.40,0,1,3.827
227,9.077,1,1335,642,1381,682,43f196cb,0.7611,48.37,-17.10,44.60,-15.20,0,1,24.803
227,9.077,2,25,591,88,646,UNKNOWN,0.2893,-2.01,-14.54,-6.50,-17.50,1,1,0.000
227,9.077,3,694,546,733,575,Hiep,0.9634,61.53,-5.85,61.80,-5.60,0,1,14.031
228,9.117,0,1000,571,1058,616,AVA,0.9843,38.21,-10.98,37.30,-9.90,0,1,3.953
228,9.117,1,25,591,88,646,UNKNOWN,0.3042,-1.43,-14.38,-4.70,-16.40,1,1,0.000
228,9.117,2,1336,642,1381,681,43f196cb,0.8448,51.48,-13.94,47.00,-14.80,0,1,24.928
228,9.117,3,694,546,733,575,Hiep,0.9649,62.48,-5.68,62.00,-5.60,0,1,14.157
229,9.157,0,999,571,1058,616,AVA,0.9825,38.57,-8.09,37.70,-9.30,0,1,4.083
229,9.157,1,25,591,88,646,UNKNOWN,0.3125,-1.02,-14.53,-3.40,-15.70,1,1,0.000
229,9.157,2,1336,642,1381,681,43f196cb,0.8191,47.43,-13.98,47.10,-14.50,0,1,25.059
229,9.157,3,694,546,733,575,Hiep,0.9644,62.73,-5.61,62.30,-5.60,0,1,14.287
230,9.197,0,1000,571,1059,616,AVA,0.9832,40.75,-7.94,38.80,-8.80,0,1,4.214
230,9.197,1,26,591,88,646,UNKNOWN,0.3233,-3.50,-19.02,-3.40,-16.90,1,1,0.000
230,9.197,2,1336,642,1381,682,43f196cb,0.8158,53.97,-15.74,49.50,-14.90,0,1,25.189
230,9.197,3,694,546,733,575,Hiep,0.9617,62.74,-5.52,62.40,-5.60,0,1,14.418
231,9.237,0,1000,571,1059,616,AVA,0.9786,39.97,-8.18,39.20,-8.60,0,1,4.387
231,9.237,1,26,591,88,646,UNKNOWN,0.2881,-2.61,-18.48,-3.20,-17.40,1,1,0.000
231,9.237,2,1336,642,1381,681,43f196cb,0.8172,48.98,-13.59,49.30,-14.50,0,1,25.363
231,9.237,3,694,545,733,574,Hiep,0.9640,51.95,-12.43,58.80,-8.00,0,1,14.591
232,9.277,0,1000,570,1059,616,AVA,0.9725,36.18,-6.02,38.10,-7.70,0,1,4.514
232,9.277,1,26,591,88,646,UNKNOWN,0.3260,-0.35,-17.77,-2.20,-17.60,1,0,0.000
232,9.277,2,1336,642,1381,682,43f196cb,0.7697,56.83,-15.31,52.00,-14.80,0,1,25.490
232,9.277,3,694,546,733,575,Hiep,0.9650,60.75,-4.98,59.50,-6.90,0,1,14.719
233,9.317,0,1000,570,1059,616,AVA,0.9652,38.47,-9.17,38.30,-8.20,0,1,4.643
233,9.317,1,26,591,88,646,UNKNOWN,0.3010,-0.51,-17.97,-1.60,-17.70,1,0,0.000
233,9.317,2,1336,642,1381,681,43f196cb,0.8565,51.92,-13.65,51.90,-14.40,0,1,25.619
