frame,t_sec,face_idx,x1,y1,x2,y2,label,score,yaw_raw_deg,pitch_raw_deg,yaw_smooth_deg,pitch_smooth_deg,focused,alert,distracted_for_sec
84,3.359,0,1001,570,1060,616,AVA,0.9898,46.66,-4.81,47.40,-6.50,0,1,8.066
84,3.359,1,25,592,87,644,UNKNOWN,0.2689,0.05,-18.45,-0.20,-18.10,0,0,0.000
84,3.359,2,1336,642,1382,682,43f196cb,0.9189,47.79,-16.84,47.90,-16.30,0,1,8.066
85,3.399,0,1000,570,1059,616,AVA,0.9901,45.34,0.24,46.70,-4.10,0,1,8.166
85,3.399,1,25,592,87,644,UNKNOWN,0.2746,0.28,-18.67,-0.00,-18.30,0,0,0.100
85,3.399,2,1336,642,1381,682,43f196cb,0.9243,55.54,-11.77,50.60,-14.70,0,1,8.166
86,3.439,0,1001,570,1060,616,AVA,0.9896,47.33,-4.82,46.90,-4.40,0,1,8.261
86,3.439,1,26,592,87,644,UNKNOWN,0.2770,-2.08,-18.41,-0.80,-18.30,0,0,0.196
86,3.439,2,1336,642,1381,682,43f196cb,0.9377,53.01,-10.59,51.40,-13.30,0,1,8.261
87,3.479,0,1000,570,1059,616,AVA,0.9894,46.15,-0.75,46.60,-3.10,0,1,8.362
87,3.479,1,26,592,87,644,UNKNOWN,0.2810,-2.24,-18.32,-1.30,-18.30,0,0,0.297
87,3.479,2,1336,642,1380,682,43f196cb,0.8986,33.08,-9.13,45.00,-11.80,0,1,8.362
88,3.519,0,1000,570,1059,616,AVA,0.9867,45.71,0.38,46.30,-1.90,0,1,8.457
88,3.519,1,26,592,87,644,UNKNOWN,0.2669,1.23,-18.42,-0.40,-18.40,0,0,0.391
88,3.519,2,1336,642,1381,682,43f196cb,0.8467,49.09,-7.98,46.40,-10.50,0,1,8.457
89,3.559,0,1000,570,1060,616,AVA,0.9877,48.07,-1.03,46.90,-1.60,0,1,8.557
89,3.559,1,26,592,87,644,UNKNOWN,0.2595,2.92,-17.63,0.80,-18.10,0,0,0.491
89,3.559,2,1336,642,1381,682,43f196cb,0.8545,50.75,-7.78,47.90,-9.50,0,1,8.557
90,3.599,0,1000,570,1060,616,AVA,0.9874,48.49,-2.53,47.50,-1.90,0,1,8.649
90,3.599,1,26,592,87,644,UNKNOWN,0.3010,5.00,-16.19,2.20,-17.40,1,0,0.000
90,3.599,2,1336,642,1381,682,43f196cb,0.8743,49.89,-8.23,48.60,-9.10,0,1,8.649
91,3.639,0,1001,570,1060,616,AVA,0.9847,48.09,-3.36,47.70,-2.40,0,1,8.743
91,3.639,1,26,592,88,644,UNKNOWN,0.2966,7.20,-14.69,4.00,-16.50,1,0,0.000
91,3.639,2,1336,642,1381,682,43f196cb,0.8801,50.93,-7.08,49.40,-8.40,0,1,8.743
92,3.679,0,1000,569,1060,616,AVA,0.9827,48.28,-0.22,47.90,-1.60,0,1,8.841
92,3.679,1,26,592,88,645,UNKNOWN,0.3133,-3.51,-17.05,1.40,-16.70,1,0,0.000
92,3.679,2,1336,642,1381,682,43f196cb,0.8844,49.77,-7.11,49.50,-7.90,0,1,8.841
93,3.719,0,1000,570,1060,616,AVA,0.9850,49.58,-0.46,48.50,-1.20,0,1,8.934
93,3.719,1,26,592,88,645,UNKNOWN,0.3086,-3.51,-16.69,-0.30,-16.70,1,0,0.000
93,3.719,2,1336,642,1381,682,43f196cb,0.8620,49.91,-7.32,49.70,-7.70,0,1,8.934
94,3.759,0,1000,570,1060,616,AVA,0.9866,49.96,-1.15,49.00,-1.20,0,1,9.029
94,3.759,1,27,592,88,645,UNKNOWN,0.3136,2.08,-17.68,0.50,-17.00,1,0,0.000
94,3.759,2,1336,642,1381,682,43f196cb,0.8613,50.05,-7.18,49.80,-7.50,0,1,9.029
95,3.799,0,1000,569,1059,616,AVA,0.9872,48.65,-1.08,48.90,-1.20,0,1,9.124
95,3.799,1,26,592,88,645,UNKNOWN,0.2849,-1.75,-16.70,-0.30,-16.90,1,0,0.000
95,3.799,2,1336,642,1381,682,43f196cb,0.8771,46.76,-6.25,48.70,-7.10,0,1,9.124
96,3.839,0,1001,570,1060,616,AVA,0.9878,48.86,1.17,48.90,-0.30,0,1,9.218
96,3.839,1,26,592,88,645,UNKNOWN,0.2902,-2.54,-16.66,-1.10,-16.80,1,0,0.000
96,3.839,2,1336,642,1381,682,43f196cb,0.8842,42.20,-6.97,46.50,-7.00,0,1,9.218
97,3.879,0,1000,569,1059,616,AVA,0.9871,47.54,-4.11,48.40,-1.70,0,1,9.321
97,3.879,1,26,592,87,644,UNKNOWN,0.2938,6.95,-14.50,1.70,-16.00,1,0,0.000
97,3.879,2,1336,642,1381,682,43f196cb,0.8858,36.91,-4.65,43.10,-6.20,0,1,9.321
98,3.919,0,1001,570,1060,616,AVA,0.9871,48.55,2.32,48.50,-0.30,0,1,9.415
98,3.919,1,26,592,87,644,UNKNOWN,0.2709,9.61,-14.00,4.50,-15.30,1,0,0.000
98,3.919,2,1336,642,1381,682,43f196cb,0.8948,40.10,-5.24,42.10,-5.90,0,1,9.415
99,3.959,0,1000,569,1060,616,AVA,0.9885,48.81,-0.84,48.60,-0.50,0,1,9.509
99,3.959,1,25,592,86,644,UNKNOWN,0.2820,-1.16,-15.93,2.50,-15.50,1,0,0.000
99,3.959,2,1336,642,1381,682,43f196cb,0.8750,42.66,-5.27,42.30,-5.70,0,1,9.509
100,3.999,0,1000,570,1059,616,AVA,0.9901,49.12,0.91,48.80,0.00,0,1,9.605
100,3.999,1,25,591,87,645,UNKNOWN,0.2243,-4.41,-22.21,0.10,-17.90,1,0,0.000
100,3.999,2,1336,642,1381,682,43f196cb,0.8913,44.70,-3.59,43.10,-4.90,0,1,9.605
101,4.039,0,1000,570,1060,616,AVA,0.9899,49.65,-4.90,49.10,-1.70,0,1,9.702
101,4.039,1,25,591,87,645,UNKNOWN,0.2329,-4.35,-22.03,-1.50,-19.30,0,0,0.000
101,4.039,2,1336,642,1381,682,43f196cb,0.8965,43.80,-3.90,43.40,-4.60,0,1,9.702
102,4.079,0,997,569,1057,615,AVA,0.9906,54.71,2.95,51.10,-0.10,0,1,9.799
102,4.079,1,25,591,87,645,UNKNOWN,0.2219,-4.87,-22.40,-2.70,-20.40,0,0,0.096
102,4.079,2,1336,642,1381,682,43f196cb,0.8899,43.92,-3.90,43.60,-4.30,0,1,9.799
103,4.119,0,1000,570,1059,616,AVA,0.9898,50.04,0.46,50.70,0.10,0,1,9.892
103,4.119,1,25,591,87,645,UNKNOWN,0.2191,-5.10,-22.49,-3.50,-21.10,0,0,0.190
103,4.119,2,1336,642,1381,682,43f196cb,0.9255,48.47,-7.14,45.30,-5.30,0,1,9.892
104,4.159,0,1000,570,1060,617,AVA,0.9881,51.25,-8.70,50.90,-3.00,0,1,10.235
104,4.159,1,1336,642,1381,682,43f196cb,0.9256,38.21,-8.57,42.80,-6.50,0,1,10.235
104,4.159,2,25,591,87,645,UNKNOWN,0.2270,-5.97,-23.26,-4.40,-21.90,0,0,0.532
105,4.199,0,1000,570,1059,616,AVA,0.9891,48.98,1.45,50.20,-1.40,0,1,10.334
105,4.199,1,1336,641,1381,682,43f196cb,0.9260,39.21,-7.80,41.50,-6.90,0,1,10.334
105,4.199,2,25,591,87,645,UNKNOWN,0.2241,-6.28,-23.19,-5.00,-22.30,0,0,0.631
106,4.239,0,1001,570,1060,616,AVA,0.9890,47.93,0.41,49.40,-0.80,0,1,10.433
106,4.239,1,1336,642,1381,682,43f196cb,0.9186,40.49,-5.73,41.20,-6.50,0,1,10.433
106,4.239,2,26,591,87,645,UNKNOWN,0.2419,-12.09,-17.68,-7.50,-20.70,0,0,0.730
107,4.279,0,999,570,1059,617,AVA,0.9905,49.41,-5.81,49.40,-2.50,0,1,10.533
107,4.279,1,1336,642,1381,682,43f196cb,0.9075,39.88,-4.12,40.70,-5.70,0,1,10.533
107,4.279,2,26,591,87,645,UNKNOWN,0.2377,-9.09,-18.13,-8.10,-19.80,0,1,0.830
108,4.319,0,999,570,1059,616,AVA,0.9899,50.20,-5.29,49.70,-3.50,0,1,10.636
108,4.319,1,25,591,86,645,UNKNOWN,0.2055,-1.19,-27.67,-5.70,-22.60,0,1,0.933
108,4.319,2,1336,642,1381,682,43f196cb,0.9097,36.34,-4.71,39.20,-5.30,0,1,10.636
109,4.359,0,999,570,1060,617,AVA,0.9887,48.89,-7.21,49.40,-4.80,0,1,10.771
109,4.359,1,25,591,86,645,UNKNOWN,0.2012,-1.49,-27.31,-4.20,-24.20,0,1,1.069
109,4.359,2,1336,642,1381,682,43f196cb,0.9106,30.94,-6.08,36.30,-5.60,0,1,10.771
109,4.359,3,693,546,732,574,Hiep,0.9545,51.91,-14.94,51.90,-14.90,0,0,0.000
110,4.399,0,999,569,1059,617,AVA,0.9849,48.83,-7.93,49.20,-5.90,0,1,10.895
110,4.399,1,25,591,86,645,UNKNOWN,0.2414,-0.74,-26.40,-3.00,-25.00,0,1,1.193
110,4.399,2,1336,642,1381,682,43f196cb,0.9131,32.04,-7.50,34.80,-6.30,0,1,10.895
110,4.399,3,693,545,732,574,Hiep,0.9567,50.73,-13.93,51.50,-14.60,0,0,0.124
111,4.439,0,1000,570,1060,617,AVA,0.9838,48.46,-7.50,48.90,-6.50,0,1,11.019
111,4.439,1,25,591,86,645,UNKNOWN,0.2321,0.74,-26.34,-1.70,-25.50,0,1,1.316
111,4.439,2,1336,642,1381,682,43f196cb,0.9117,31.05,-6.11,33.50,-6.20,0,1,11.019
111,4.439,3,693,545,732,574,Hiep,0.9564,52.94,-14.92,52.00,-14.70,0,0,0.248
112,4.479,0,995,568,1057,616,AVA,0.9812,54.77,-7.92,51.00,-7.00,0,1,11.144
112,4.479,1,25,591,86,645,UNKNOWN,0.2704,4.41,-25.37,0.40,-25.40,0,1,1.441
112,4.479,2,1336,642,1381,682,43f196cb,0.9061,24.69,-7.22,30.40,-6.60,0,1,11.144
112,4.479,3,693,545,732,574,Hiep,0.9606,52.62,-14.48,52.20,-14.60,0,0,0.372
113,4.519,0,996,568,1057,615,AVA,0.9861,50.63,-3.24,50.90,-5.70,0,1,11.269
113,4.519,1,25,591,86,645,UNKNOWN,0.2782,4.47,-24.87,1.90,-25.20,0,1,1.567
113,4.519,2,1336,642,1382,682,43f196cb,0.9301,24.05,-6.59,28.20,-6.60,0,1,11.269
113,4.519,3,693,545,732,574,Hiep,0.9598,52.62,-14.48,52.40,-14.60,0,0,0.498
114,4.559,0,996,568,1056,615,AVA,0.9885,50.71,-10.11,50.80,-7.20,0,1,11.508
114,4.559,1,25,591,87,645,UNKNOWN,0.3064,-0.70,-21.70,1.00,-24.00,0,1,1.805
114,4.559,2,1336,642,1382,682,43f196cb,0.9332,19.07,-6.41,25.00,-6.50,0,1,11.508
114,4.559,3,693,545,732,574,Hiep,0.9609,52.73,-14.68,52.50,-14.60,0,0,0.737
115,4.599,0,998,569,1058,617,AVA,0.9906,48.25,-7.95,49.90,-7.50,0,1,11.635
115,4.599,1,26,591,87,645,UNKNOWN,0.2600,-9.80,-19.53,-2.80,-22.40,0,1,1.932
115,4.599,2,1336,642,1382,682,43f196cb,0.9519,20.52,-4.75,23.40,-5.90,0,1,11.635
115,4.599,3,693,545,732,574,Hiep,0.9599,52.73,-14.68,52.60,-14.60,0,1,0.863
116,4.639,0,999,569,1058,616,AVA,0.9920,50.14,-5.15,50.00,-6.70,0,1,11.763
116,4.639,1,26,591,87,645,UNKNOWN,0.2780,-9.47,-19.82,-5.10,-21.50,0,1,2.060
116,4.639,2,1336,642,1382,682,43f196cb,0.9524,20.52,-4.75,22.40,-5.50,0,1,11.763
116,4.639,3,693,545,732,574,Hiep,0.9630,52.73,-14.68,52.60,-14.70,0,1,0.992
117,4.679,0,995,569,1056,615,AVA,0.9930,49.36,-4.81,49.80,-6.00,0,1,11.893
117,4.679,1,26,591,87,645,UNKNOWN,0.2762,-8.40,-20.24,-6.30,-21.10,0,1,2.190
117,4.679,2,1336,642,1382,682,43f196cb,0.9520,21.08,-4.71,21.90,-5.20,0,1,11.893
117,4.679,3,693,545,732,574,Hiep,0.9598,52.73,-14.68,52.70,-14.70,0,1,1.122
118,4.718,0,999,569,1058,616,AVA,0.9861,50.30,-9.40,50.00,-7.20,0,1,12.018
118,4.718,1,25,591,86,645,UNKNOWN,0.3210,1.15,-23.76,-3.70,-22.00,0,1,2.316
118,4.718,2,1336,642,1382,682,43f196cb,0.9494,23.74,-5.03,22.60,-5.20,0,1,12.018
118,4.718,3,693,545,732,574,Hiep,0.9593,52.42,-14.79,52.60,-14.70,0,1,1.247
119,4.758,0,999,569,1058,616,AVA,0.9859,51.77,-10.79,50.60,-8.50,0,1,12.142
119,4.758,1,25,591,86,645,UNKNOWN,0.3078,0.95,-23.08,-2.10,-22.40,0,1,2.440
119,4.758,2,1336,642,1382,682,43f196cb,0.9419,26.47,-4.54,23.90,-4.90,0,1,12.142
119,4.758,3,693,545,732,574,Hiep,0.9599,52.42,-14.79,52.50,-14.70,0,1,1.371
120,4.798,0,999,569,1058,616,AVA,0.9897,52.81,-10.06,51.40,-9.00,0,1,12.340
120,4.798,1,25,591,86,645,UNKNOWN,0.3430,0.62,-22.85,-1.10,-22.50,0,1,2.637
120,4.798,2,1336,642,1382,682,43f196cb,0.9504,23.88,-4.15,23.90,-4.70,0,1,12.340
120,4.798,3,693,545,732,574,Hiep,0.9584,52.42,-14.79,52.50,-14.80,0,1,1.569
121,4.838,0,997,568,1056,614,AVA,0.9931,51.55,-2.66,51.40,-6.80,0,1,12.470
121,4.838,1,25,591,86,645,UNKNOWN,0.3386,6.41,-21.49,1.50,-22.20,0,1,2.768
121,4.838,2,1336,642,1382,682,43f196cb,0.9395,33.24,-4.99,27.20,-4.80,0,1,12.470
121,4.838,3,693,545,732,574,Hiep,0.9565,52.60,-14.79,52.50,-14.80,0,1,1.699
122,4.878,0,995,568,1056,614,AVA,0.9929,49.78,-1.66,50.90,-5.00,0,1,12.601
122,4.878,1,25,591,86,645,UNKNOWN,0.3421,6.03,-21.89,3.10,-22.10,0,1,2.898
122,4.878,2,1336,642,1382,682,43f196cb,0.9328,31.02,-5.35,28.50,-5.00,0,1,12.601
122,4.878,3,693,545,732,574,Hiep,0.9608,50.20,-15.06,51.70,-14.90,0,1,1.829
123,4.918,0,996,569,1056,615,AVA,0.9926,51.41,-3.97,51.00,-4.60,0,1,12.727
123,4.918,1,25,591,86,645,UNKNOWN,0.2806,5.62,-20.93,4.00,-21.70,0,1,3.025
123,4.918,2,1336,642,1382,682,43f196cb,0.9401,26.77,-7.30,27.90,-5.80,0,1,12.727
123,4.918,3,693,545,732,574,Hiep,0.9592,52.55,-14.56,52.00,-14.80,0,1,1.956
124,4.958,0,997,568,1056,614,AVA,0.9916,51.58,-0.50,51.20,-3.20,0,1,12.853
124,4.958,1,25,591,86,645,UNKNOWN,0.3091,4.16,-21.35,4.00,-21.60,0,1,3.151
124,4.958,2,1336,642,1382,682,43f196cb,0.9406,25.49,-8.58,27.10,-6.80,0,1,12.853
124,4.958,3,693,545,732,574,Hiep,0.9612,55.68,-15.03,53.30,-14.90,0,1,2.082
125,4.998,0,995,568,1056,615,AVA,0.9929,51.62,-1.34,51.40,-2.50,0,1,12.978
125,4.998,1,25,591,85,645,UNKNOWN,0.3074,2.07,-20.25,3.40,-21.10,0,1,3.275
125,4.998,2,1336,642,1382,682,43f196cb,0.9381,26.12,-6.09,26.70,-6.50,0,1,12.978
125,4.998,3,693,545,732,574,Hiep,0.9584,55.68,-15.03,54.10,-14.90,0,1,2.206
126,5.038,0,996,568,1056,614,AVA,0.9901,49.91,1.77,50.90,-1.00,0,1,13.131
126,5.038,1,25,591,85,645,UNKNOWN,0.3122,-2.24,-21.68,1.40,-21.30,0,1,3.429
126,5.038,2,1336,642,1382,682,43f196cb,0.9442,22.84,-6.81,25.40,-6.60,0,1,13.131
126,5.038,3,693,545,732,574,Hiep,0.9526,47.65,-15.08,51.90,-15.00,0,1,2.360
127,5.078,0,995,568,1056,614,AVA,0.9914,47.16,0.39,49.60,-0.50,0,1,13.255
127,5.078,1,25,592,85,644,UNKNOWN,0.3243,0.25,-17.91,1.00,-20.10,0,1,3.553
127,5.078,2,1336,642,1382,682,43f196cb,0.9463,22.19,-6.44,24.30,-6.60,0,1,13.255
127,5.078,3,693,545,732,574,Hiep,0.9545,48.53,-14.94,50.70,-15.00,0,1,2.484
128,5.118,0,996,569,1056,614,AVA,0.9900,50.80,-5.31,50.00,-2.20,0,1,13.378
128,5.118,1,25,591,85,645,UNKNOWN,0.2837,-1.54,-21.45,0.10,-20.60,0,1,3.676
128,5.118,2,1336,642,1382,682,43f196cb,0.9442,27.23,-7.89,25.30,-7.00,0,1,13.378
128,5.118,3,693,545,732,574,Hiep,0.9530,45.04,-9.59,48.70,-13.10,0,1,2.607
129,5.158,0,997,568,1056,614,AVA,0.9928,50.05,-2.24,50.00,-2.20,0,1,13.504
129,5.158,1,24,591,86,645,UNKNOWN,0.2941,-7.50,-21.15,-2.60,-20.80,0,1,3.802
129,5.158,2,1336,642,1382,682,43f196cb,0.9462,27.21,-8.33,26.00,-7.50,0,1,13.504
129,5.158,3,693,545,732,574,Hiep,0.9567,37.12,-8.66,44.70,-11.50,0,1,2.733
130,5.198,0,995,568,1055,614,AVA,0.9915,48.29,-3.75,49.40,-2.80,0,1,13.632
130,5.198,1,24,591,85,645,UNKNOWN,0.2918,-1.01,-24.71,-2.00,-22.20,0,1,3.929
130,5.198,2,1336,642,1382,682,43f196cb,0.9378,32.36,-8.28,28.20,-7.80,0,1,13.632
130,5.198,3,693,545,732,574,Hiep,0.9555,40.86,-8.74,43.30,-10.60,0,1,2.861
131,5.238,0,996,568,1056,614,AVA,0.9923,51.05,-2.84,50.00,-2.80,0,1,13.758
131,5.238,1,1336,642,1382,682,43f196cb,0.9392,46.07,-13.88,34.50,-9.90,0,1,13.758
131,5.238,2,24,591,86,645,UNKNOWN,0.2974,-9.32,-20.60,-4.60,-21.60,0,1,4.056
131,5.238,3,693,545,732,574,Hiep,0.9594,40.70,-10.66,42.40,-10.60,0,1,2.987
132,5.278,0,995,568,1056,614,AVA,0.9920,47.84,-3.74,49.20,-3.10,0,1,13.905
132,5.278,1,1336,642,1382,682,43f196cb,0.9517,45.85,-14.31,38.40,-11.40,0,1,13.905
132,5.278,2,24,591,85,645,UNKNOWN,0.3186,1.57,-23.37,-2.40,-22.20,0,1,4.202
132,5.278,3,693,545,732,574,Hiep,0.9539,41.26,-10.51,42.00,-10.60,0,1,3.133
133,5.318,0,996,568,1056,614,AVA,0.9919,50.01,-6.36,49.50,-4.30,0,1,14.037
133,5.318,1,1336,642,1382,682,43f196cb,0.9534,48.33,-15.38,41.90,-12.80,0,1,14.037
133,5.318,2,24,591,86,645,UNKNOWN,0.2921,-11.33,-21.70,-5.50,-22.00,0,1,4.335
133,5.318,3,693,545,732,574,Hiep,0.9567,45.52,-12.13,43.20,-11.10,0,1,3.266
134,5.358,0,997,568,1056,614,AVA,0.9917,49.36,-1.20,49.50,-3.20,0,1,14.167
134,5.358,1,1336,642,1382,682,43f196cb,0.9542,49.64,-15.19,44.60,-13.70,0,1,14.167
134,5.358,2,24,591,86,645,UNKNOWN,0.3118,-12.85,-21.80,-8.10,-22.00,0,1,4.465
134,5.358,3,693,545,732,574,Hiep,0.9495,46.78,-14.16,44.50,-12.20,0,1,3.396
135,5.398,0,995,568,1055,614,AVA,0.9904,47.13,-2.53,48.60,-3.00,0,1,14.294
135,5.398,1,1336,642,1382,682,43f196cb,0.9520,49.18,-16.45,46.20,-14.60,0,1,14.294
135,5.398,2,25,591,85,645,UNKNOWN,0.3087,-6.07,-24.62,-7.40,-22.90,0,1,4.592
135,5.398,3,693,545,732,574,Hiep,0.9510,48.11,-10.15,45.70,-11.50,0,1,3.523
136,5.438,0,996,568,1056,614,AVA,0.9909,50.19,-4.51,49.20,-3.50,0,1,14.423
136,5.438,1,1336,642,1382,682,43f196cb,0.9550,49.15,-16.52,47.20,-15.30,0,1,14.423
136,5.438,2,24,591,85,645,UNKNOWN,0.3153,-3.38,-25.96,-6.00,-24.00,0,1,4.720
136,5.438,3,693,545,732,574,Hiep,0.9487,47.87,-9.84,46.50,-10.90,0,1,3.652
137,5.478,0,996,568,1056,614,AVA,0.9901,50.77,-4.47,49.70,-3.80,0,1,14.555
137,5.478,1,1336,642,1382,682,43f196cb,0.9403,47.06,-14.98,47.20,-15.20,0,1,14.555
137,5.478,2,25,591,85,644,UNKNOWN,0.3398,1.84,-22.71,-3.20,-23.50,0,1,4.852
137,5.478,3,693,545,732,574,Hiep,0.9482,42.02,-9.76,44.90,-10.50,0,1,3.783
138,5.518,0,1003,570,1053,611,AVA,0.9843,55.36,-5.66,51.70,-4.50,0,1,14.684
138,5.518,1,1336,642,1382,682,43f196cb,0.9465,46.20,-15.58,46.80,-15.30,0,1,14.684
138,5.518,2,25,591,85,645,UNKNOWN,0.3024,-8.67,-25.08,-5.10,-24.10,0,1,4.982
138,5.518,3,693,545,732,574,Hiep,0.9492,42.02,-9.76,43.90,-10.20,0,1,3.913
139,5.558,0,1002,569,1054,611,AVA,0.9865,53.40,-5.07,52.30,-4.70,0,1,14.812
139,5.558,1,1336,642,1382,682,43f196cb,0.9486,47.38,-15.65,47.00,-15.40,0,1,14.812
139,5.558,2,25,591,85,644,UNKNOWN,0.3101,-2.34,-22.82,-4.20,-23.60,0,1,5.109
139,5.558,3,693,545,732,574,Hiep,0.9475,42.02,-9.76,43.20,-10.10,0,1,4.040
140,5.598,0,995,568,1055,614,AVA,0.9922,48.68,-3.46,51.00,-4.30,0,1,14.956
140,5.598,1,1336,642,1382,682,43f196cb,0.9513,46.98,-16.10,47.00,-15.70,0,1,14.956
140,5.598,2,25,591,86,645,UNKNOWN,0.3189,-5.67,-17.34,-4.70,-21.40,0,1,5.253
140,5.598,3,693,545,732,574,Hiep,0.9525,41.94,-9.81,42.80,-10.00,0,1,4.184
141,5.638,0,996,568,1056,614,AVA,0.9894,50.70,-4.26,50.90,-4.30,0,1,15.080
141,5.638,1,1336,642,1382,682,43f196cb,0.9490,47.57,-15.45,47.20,-15.60,0,1,15.080
141,5.638,2,25,591,86,645,UNKNOWN,0.3058,-5.40,-17.55,-4.90,-20.10,0,1,5.377
141,5.638,3,693,545,732,574,Hiep,0.9500,42.76,-9.45,42.80,-9.80,0,1,4.309
142,5.678,0,996,568,1056,614,AVA,0.9894,49.30,-0.94,50.30,-3.10,0,1,15.204
142,5.678,1,1336,642,1382,682,43f196cb,0.9444,45.02,-15.03,46.40,-15.40,0,1,15.204
142,5.678,2,25,591,86,645,UNKNOWN,0.3256,-4.13,-17.47,-4.70,-19.20,0,1,5.502
142,5.678,3,693,545,732,574,Hiep,0.9512,42.63,-9.23,42.70,-9.60,0,1,4.433
143,5.718,0,1003,570,1053,611,AVA,0.9806,52.39,-3.79,51.10,-3.30,0,1,15.316
143,5.718,1,1336,642,1382,682,43f196cb,0.9511,44.75,-14.99,45.80,-15.30,0,1,15.316
143,5.718,2,25,591,86,645,UNKNOWN,0.2969,-3.03,-18.03,-4.10,-18.80,0,1,5.613
144,5.758,0,1002,569,1054,611,AVA,0.9851,50.30,-1.35,50.80,-2.60,0,1,15.416
144,5.758,1,1336,642,1382,682,43f196cb,0.9475,44.95,-14.53,45.50,-15.00,0,1,15.416
144,5.758,2,24,591,86,645,UNKNOWN,0.3147,-6.11,-21.24,-4.80,-19.60,0,1,5.714
145,5.798,0,995,569,1055,614,AVA,0.9794,51.38,-14.77,51.00,-6.90,0,1,15.516
145,5.798,1,1336,642,1382,682,43f196cb,0.9314,43.98,-15.90,45.00,-15.30,0,1,15.516
145,5.798,2,25,591,86,645,UNKNOWN,0.2808,-0.98,-16.94,-3.50,-18.70,0,1,5.814
146,5.838,0,999,571,1053,613,AVA,0.9679,45.79,-3.04,49.20,-5.50,0,1,15.614
146,5.838,1,1336,642,1382,682,43f196cb,0.9287,42.15,-16.42,44.00,-15.70,0,1,15.614
146,5.838,2,25,591,86,645,UNKNOWN,0.2937,1.19,-18.58,-1.80,-18.70,0,1,5.912
147,5.878,0,1002,570,1054,612,AVA,0.9777,48.96,3.76,49.10,-2.30,0,1,15.745
147,5.878,1,1336,642,1382,682,43f196cb,0.9354,44.67,-16.67,44.20,-16.00,0,1,15.745
147,5.878,2,25,591,87,645,UNKNOWN,0.3006,-6.00,-16.93,-3.30,-18.00,0,1,6.042
147,5.878,3,693,545,732,574,Hiep,0.9550,48.23,-10.82,44.70,-10.00,0,1,4.974
148,5.918,0,999,570,1058,616,AVA,0.9837,51.92,-4.78,50.10,-3.20,0,1,15.858
148,5.918,1,1336,642,1382,682,43f196cb,0.9368,42.84,-16.01,43.70,-16.00,0,1,15.858
148,5.918,2,26,591,87,645,UNKNOWN,0.3219,-7.46,-18.59,-4.80,-18.20,0,1,6.155
149,5.958,0,1001,570,1059,616,AVA,0.9842,47.46,6.45,49.20,0.20,0,1,15.953
149,5.958,1,1336,642,1382,682,43f196cb,0.9311,41.79,-16.23,43.10,-16.10,0,1,15.953
149,5.958,2,26,591,87,645,UNKNOWN,0.3248,-6.62,-19.02,-5.40,-18.50,0,1,6.250
150,5.998,0,1001,570,1060,616,AVA,0.9905,47.93,1.88,48.70,0.80,0,1,16.046
150,5.998,1,25,591,87,645,UNKNOWN,0.2459,1.57,-19.42,-3.00,-18.80,0,1,6.344
150,5.998,2,1336,642,1381,682,43f196cb,0.9133,34.94,-13.33,40.20,-15.10,0,1,16.046
151,6.038,0,1002,570,1062,616,AVA,0.9910,45.27,5.67,47.50,2.50,0,1,16.146
151,6.038,1,25,591,87,645,UNKNOWN,0.2568,1.57,-19.42,-1.40,-19.00,0,1,6.444
151,6.038,2,1336,642,1381,682,43f196cb,0.9137,34.92,-13.33,38.40,-14.50,0,1,16.146
152,6.078,0,1002,570,1062,616,AVA,0.9865,44.35,7.92,46.40,4.40,0,1,16.265
152,6.078,1,26,591,87,645,UNKNOWN,0.2411,-0.62,-21.32,-1.10,-19.80,0,1,6.562
152,6.078,2,1336,642,1381,682,43f196cb,0.9138,34.92,-13.33,37.20,-14.10,0,1,16.265
153,6.118,0,1002,569,1062,616,AVA,0.9857,44.54,3.57,45.80,4.10,0,1,16.360
153,6.118,1,26,591,87,645,UNKNOWN,0.2407,-0.62,-21.32,-0.90,-20.40,0,1,6.658
153,6.118,2,1336,642,1381,682,43f196cb,0.9153,34.92,-13.33,36.40,-13.80,0,1,16.360
154,6.158,0,1007,573,1061,614,AVA,0.9911,37.46,0.63,42.90,2.90,0,1,16.459
154,6.158,1,26,591,88,645,UNKNOWN,0.2482,5.09,-23.01,1.20,-21.30,0,1,6.756
154,6.158,2,1336,642,1381,682,43f196cb,0.9155,34.92,-13.33,35.90,-13.70,0,1,16.459
155,6.198,0,1011,571,1060,611,AVA,0.9846,34.11,5.58,39.80,3.80,0,1,16.557
155,6.198,1,26,591,88,645,UNKNOWN,0.2483,5.09,-23.01,2.50,-21.90,0,1,6.854
155,6.198,2,1336,642,1381,682,43f196cb,0.9152,34.92,-13.33,35.50,-13.50,0,1,16.557
156,6.238,0,1008,572,1063,615,AVA,0.9900,40.26,1.12,40.00,2.90,0,1,16.655
156,6.238,1,26,591,87,645,UNKNOWN,0.2524,-0.80,-21.00,1.40,-21.60,0,1,6.952
156,6.238,2,1336,642,1381,682,43f196cb,0.9151,34.90,-13.30,35.30,-13.50,0,1,16.655
157,6.278,0,1010,572,1064,614,AVA,0.9888,41.22,-2.50,40.40,1.00,0,1,16.759
157,6.278,1,26,591,88,645,UNKNOWN,0.2552,5.25,-22.45,2.70,-21.90,0,1,7.057
157,6.278,2,1336,642,1381,682,43f196cb,0.9090,35.03,-13.39,35.20,-13.40,0,1,16.759
